path;db_name;id;brand;model;content_source;content_type;media_type;processing;processing_sm;tampering
C:\DB\EVA-7K\non-SN\subset_kdenlive\D19_V_indoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D19_V_indoor_move_0002.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D19_V_outdoor_move_0001.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D19_V_outdoor_move_0002.mp4;EVA-7K;D19;Apple;iPhone6Plus;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D20_V_indoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D20_V_indoor_move_0002.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D20_V_outdoor_move_0001.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D20_V_outdoor_move_0002.mp4;EVA-7K;D20;Apple;iPadmini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D21_V_indoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D21_V_indoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D21_V_outdoor_move_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D21_V_outdoor_panrot_0001.mp4;EVA-7K;D21;Wiko;Ridge4G;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D22_V_indoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D22_V_indoor_move_0002.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D22_V_outdoor_move_0001.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D22_V_outdoor_move_0002.mp4;EVA-7K;D22;Samsung;GalaxyTrendPlus;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D23_V_indoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D23_V_indoor_move_0002.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D23_V_outdoor_move_0001.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D23_V_outdoor_move_0002.mp4;EVA-7K;D23;Asus;Zenfone2Laser;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D24_V_indoor_move_0001.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D24_V_indoor_move_0002.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D24_V_outdoor_move_0001.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D24_V_outdoor_move_0002.mp4;EVA-7K;D24;Xiaomi;RedmiNote3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D25_V_indoor_move_0001.mp4;EVA-7K;D25;OnePlus;A3000;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D25_V_indoor_move_0002.mp4;EVA-7K;D25;OnePlus;A3000;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D25_V_outdoor_move_0001.mp4;EVA-7K;D25;OnePlus;A3000;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D25_V_outdoor_move_0002.mp4;EVA-7K;D25;OnePlus;A3000;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D26_V_indoor_move_0001.mp4;EVA-7K;D26;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D26_V_indoor_move_0002.mp4;EVA-7K;D26;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D26_V_outdoor_move_0001.mp4;EVA-7K;D26;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D26_V_outdoor_move_0002.mp4;EVA-7K;D26;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D27_V_indoor_move_0001.mp4;EVA-7K;D27;Samsung;GalaxyS5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D27_V_indoor_move_0002.mp4;EVA-7K;D27;Samsung;GalaxyS5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D27_V_outdoor_move_0001.mp4;EVA-7K;D27;Samsung;GalaxyS5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D27_V_outdoor_move_0002.mp4;EVA-7K;D27;Samsung;GalaxyS5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D28_V_indoor_move_0001.mp4;EVA-7K;D28;Huawei;P89;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D28_V_indoor_move_0002.mp4;EVA-7K;D28;Huawei;P89;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D28_V_outdoor_move_0001.mp4;EVA-7K;D28;Huawei;P89;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D28_V_outdoor_move_0002.mp4;EVA-7K;D28;Huawei;P89;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D29_V_indoor_move_0001.mp4;EVA-7K;D29;Apple;iPhone5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D29_V_indoor_move_0002.mp4;EVA-7K;D29;Apple;iPhone5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D29_V_outdoor_move_0001.mp4;EVA-7K;D29;Apple;iPhone5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D29_V_outdoor_move_0002.mp4;EVA-7K;D29;Apple;iPhone5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D30_V_indoor_move_0001.mp4;EVA-7K;D30;Huawei;Honor5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D30_V_indoor_move_0002.mp4;EVA-7K;D30;Huawei;Honor5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D30_V_outdoor_move_0001.mp4;EVA-7K;D30;Huawei;Honor5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D30_V_outdoor_move_0002.mp4;EVA-7K;D30;Huawei;Honor5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D31_V_indoor_move_0001.mp4;EVA-7K;D31;Samsung;GalaxyS4Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D31_V_indoor_move_0002.mp4;EVA-7K;D31;Samsung;GalaxyS4Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D31_V_outdoor_move_0001.mp4;EVA-7K;D31;Samsung;GalaxyS4Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D31_V_outdoor_move_0002.mp4;EVA-7K;D31;Samsung;GalaxyS4Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D32_V_indoor_move_0001.mp4;EVA-7K;D32;OnePlus;A3003;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D32_V_indoor_move_0002.mp4;EVA-7K;D32;OnePlus;A3003;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D32_V_outdoor_move_0001.mp4;EVA-7K;D32;OnePlus;A3003;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D32_V_outdoor_move_0002.mp4;EVA-7K;D32;OnePlus;A3003;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D33_V_indoor_move_0001.mp4;EVA-7K;D33;Huawei;AscendG6;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D33_V_indoor_move_0002.mp4;EVA-7K;D33;Huawei;AscendG6;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D33_V_outdoor_move_0001.mp4;EVA-7K;D33;Huawei;AscendG6;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D33_V_outdoor_move_0002.mp4;EVA-7K;D33;Huawei;AscendG6;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D34_V_indoor_move_0001.mp4;EVA-7K;D34;Apple;iPhone5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D34_V_indoor_move_0002.mp4;EVA-7K;D34;Apple;iPhone5;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D34_V_outdoor_move_0001.mp4;EVA-7K;D34;Apple;iPhone5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D34_V_outdoor_move_0002.mp4;EVA-7K;D34;Apple;iPhone5;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D35_V_outdoor_move_0001.mp4;EVA-7K;D35;Samsung;GalaxyTabA;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D35_V_outdoor_move_0002.mp4;EVA-7K;D35;Samsung;GalaxyTabA;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D35_V_outdoor_panrot_0001.mp4;EVA-7K;D35;Samsung;GalaxyTabA;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_kdenlive\D35_V_outdoor_panrot_0002.mp4;EVA-7K;D35;Samsung;GalaxyTabA;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;KDENLIVE
C:\DB\EVA-7K\non-SN\subset_native\D01_V_indoor_move_0001.mp4;EVA-7K;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D01_V_indoor_move_0002.mp4;EVA-7K;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D01_V_outdoor_move_0001.mp4;EVA-7K;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D01_V_outdoor_move_0002.mp4;EVA-7K;D01;Samsung;GalaxyS3Mini;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D02_V_indoor_move_0001.mov;EVA-7K;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D02_V_indoor_panrot_0001.mov;EVA-7K;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D02_V_outdoor_move_0001.mov;EVA-7K;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D02_V_outdoor_panrot_0001.mov;EVA-7K;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D03_V_indoor_move_0001.mp4;EVA-7K;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D03_V_indoor_move_0002.mp4;EVA-7K;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D03_V_outdoor_move_0001.mp4;EVA-7K;D03;Huawei;P9;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D03_V_outdoor_move_0002.mp4;EVA-7K;D03;Huawei;P9;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D04_V_indoor_move_0001.mp4;EVA-7K;D04;LG;D290;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D04_V_indoor_move_0002.mp4;EVA-7K;D04;LG;D290;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D04_V_outdoor_move_0001.mp4;EVA-7K;D04;LG;D290;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D04_V_outdoor_move_0002.mp4;EVA-7K;D04;LG;D290;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D05_V_indoor_move_0001.mov;EVA-7K;D05;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D05_V_indoor_move_0002.mov;EVA-7K;D05;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D05_V_outdoor_move_0001.mov;EVA-7K;D05;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D05_V_outdoor_move_0002.mov;EVA-7K;D05;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D06_V_indoor_move_0001.mov;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D06_V_indoor_move_0002.mov;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D06_V_outdoor_move_0001.mov;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D06_V_outdoor_move_0002.mov;EVA-7K;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D08_V_indoor_move_0001.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D08_V_indoor_move_0002.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D08_V_outdoor_move_0001.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D08_V_outdoor_move_0002.mp4;EVA-7K;D08;Samsung;GalaxyTab3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D09_V_indoor_move_0001.mov;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D09_V_indoor_move_0002.mov;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D09_V_outdoor_move_0001.mov;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D09_V_outdoor_move_0002.mov;EVA-7K;D09;Apple;iPhone4;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D10_V_indoor_move_0001.mov;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D10_V_indoor_move_0002.mov;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D10_V_outdoor_move_0001.mov;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D10_V_outdoor_panrot_0001.mov;EVA-7K;D10;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D11_V_indoor_move_0001.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D11_V_indoor_move_0002.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D11_V_outdoor_move_0001.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D11_V_outdoor_move_0002.mp4;EVA-7K;D11;Samsung;GalaxyS3;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D12_V_indoor_move_0001.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D12_V_indoor_move_0002.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D12_V_outdoor_move_0001.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D12_V_outdoor_move_0002.mp4;EVA-7K;D12;Sony;XperiaZ1Compact;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D13_V_indoor_move_0001.mov;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D13_V_indoor_move_0002.mov;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D13_V_outdoor_move_0001.mov;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D13_V_outdoor_move_0002.mov;EVA-7K;D13;Apple;iPad2;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D14_V_indoor_move_0001.mov;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D14_V_indoor_move_0002.mov;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D14_V_outdoor_move_0001.mov;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D14_V_outdoor_move_0002.mov;EVA-7K;D14;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D15_V_indoor_move_0001.mov;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D15_V_indoor_move_0002.mov;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D15_V_outdoor_move_0001.mov;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D15_V_outdoor_move_0002.mov;EVA-7K;D15;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MOV;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D16_V_indoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D16_V_indoor_move_0002.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D16_V_outdoor_move_0001.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D16_V_outdoor_move_0002.mp4;EVA-7K;D16;Huawei;P9lite;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D17_V_indoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D17_V_indoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;INDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D17_V_outdoor_move_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D17_V_outdoor_panrot_0001.mp4;EVA-7K;D17;Microsoft;Lumia640LTE;DIGITAL_CAMERA;OUTDOOR;MP4;NON-SN;False;NATIVE
C:\DB\EVA-7K\non-SN\subset_native\D18_V_indoor_move_0001.mov;EVA-7K;D18;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;NON-SN;False;NATIVE
